id,name,display_name,active,brand_id,brand_name,strain_id,strain_name,product_type_id,product_type_name,product_family_id,product_family_name,flower_type,concentrate_type,description,instructions,ingredients,allergens,solvent,servings,pack_size,weight,weight_unit,cost,min_reorder_qty,test_result_unit,thc,cbd,thc_per_serving,cbd_per_serving,sku_reference,quantity_on_hand,image_url,source
,Mango Sherbet - Concentrate [Snickle Fritz],Mango Sherbet - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Mango Sherbet,,Concentrate,,,,,"(Mango Trees x Mango Kush) x Sherbet - (Flavors: Fruity, Earthy, Citrus & Sweet), (Effects: Giggly, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,Modified Grapes - Concentrate [Snickle Fritz],Modified Grapes - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Modified Grapes,,Concentrate,,,,,"GMO x Purple Punch (Flavors: Peppery, Sweet & Pungent), (Effects: Sociable, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,Monkey Business LR - Concentrate [Snickle Fritz],Monkey Business LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Monkey Business LR,,Concentrate,,,,,"(Live Resin) - Gorilla Grapes x Trophy Wife (Flavors: Nutty, Cheesy & Earthy), (Effects: Sociable, Calming & Relaxing)",,,,,,,,,,,,,,,,,,,
,Montana Silvertip - Concentrate [Snickle Fritz],Montana Silvertip - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Montana Silvertip,,Concentrate,,,,,"Grand Daddy Purple x Silver Haze (Flavors: Pine, Berry & Woody), (Effects: Happy, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,Montana Silvertip LR - Concentrate [Snickle Fritz],Montana Silvertip LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Montana Silvertip LR,,Concentrate,,,,,"(Live Resin) - Grand Daddy Purple x Silver Haze (Flavors: Pine, Berry & Woody), (Effects: Happy, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,Moon Balls LR - Concentrate [Snickle Fritz],Moon Balls LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Moon Balls LR,,Concentrate,,,,,"(Live Resin) - Grape Cream Cake x Trophy Wife (Flavors: Sweet, Nutty & Hash), (Effects: Hungry, Relaxing & Calming)",,,,,,,,,,,,,,,,,,,
,Nitro Cake LR - Concentrate [Snickle Fritz],Nitro Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Nitro Cake LR,,Concentrate,,,,,"(Live Resin) - Ice Cream Cake x Weird Science (Flavors: Peppery, Woody & Creamy), (Effects: Giggly, Happy & Drowsy)",,,,,,,,,,,,,,,,,,,
,Nooner LR - Concentrate [Snickle Fritz],Nooner LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Nooner LR,,Concentrate,,,,,"(Live Resin) - Panda Snax #24 x Trophy Wife #5 (Flavors: Herbal, Sour & Vanilla), (Effects: Hungry, Drowsy & Relaxing)",,,,,,,,,,,,,,,,,,,
,Nooner x Trophy Wife LR - Concentrate [Snickle Fritz],Nooner x Trophy Wife LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Nooner x Trophy Wife LR,,Concentrate,,,,,"(Live Resin) -  (Flavor: Berry, Herbal, & Peppery) - (Effects: Aroused, Creative, & Euphoria)",,,,,,,,,,,,,,,,,,,
,OG Chem - Concentrate [Snickle Fritz],OG Chem - Concentrate [Snickle Fritz],true,,Snickle Fritz,,OG Chem,,Concentrate,,,,,"Chemdawg x OG Kush (Flavors: Pine, Woody & Peppery), (Effects: Creative, Sociable & Uplifting)",,,,,,,,,,,,,,,,,,,
,OG Chem LR - Concentrate [Snickle Fritz],OG Chem LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,OG Chem LR,,Concentrate,,,,,"(Live Resin) - Chemdawg x OG Kush (Flavors: Pine, Woody & Peppery), (Effects: Creative, Sociable & Uplifting)",,,,,,,,,,,,,,,,,,,
,Orange Creamsavers LR - Concentrate [Snickle Fritz],Orange Creamsavers LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Orange Creamsavers LR,,Concentrate,,,,,"(Live Resin) - Cookies & Cream x Orange Valley OG (Flavors: Peppery, Creamy & Orange), (Effects: Relaxing, Sociable & Mellow)",,,,,,,,,,,,,,,,,,,
,Orange Diesel LR - Concentrate [Snickle Fritz],Orange Diesel LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Orange Diesel LR,,Concentrate,,,,,"(Live Resin) - Agent Orange x Sour Diesel (Flavros: Citrus, Diesel & Sweet), (Effects: Focused, Sociable & Uplifting)",,,,,,,,,,,,,,,,,,,
,P-91 LR - Concentrate [Snickle Fritz],P-91 LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,P-91 LR,,Concentrate,,,,,"(Live Resin) -  3x cross of Northern Lights (Flavors: Pine, Sweet, Spicy & Woody), (Effects: Sleepy, Relaxed & Euphoria)",,,,,,,,,,,,,,,,,,,
,Panda Snax x Secret OG LR - Concentrate [Snickle Fritz],Panda Snax x Secret OG LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Panda Snax x Secret OG LR,,Concentrate,,,,,"(Live Resin) - (Flavors: Woody, Pine & Berry), (Effects: Calming, Hungry & Sociable)",,,,,,,,,,,,,,,,,,,
,Pave LR - Concentrate [Snickle Fritz],Pave LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Pave LR,,Concentrate,,,,,"(Live Resin) - Paris OG x The Menthol (Flavors: Peppery, Mint & Earthy), (Effects: Creative, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,Papaya Cake LR - Concentrate [Snickle Fritz],Papaya Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Papaya Cake LR,,Concentrate,,,,,"(Live Resin) - Papaya x Wedding Cake (Flavors: Earthy, Woody, Creamy & Spicy), (Effects: Uplifting, Drowsy & Hungry)",,,,,,,,,,,,,,,,,,,
,Peppermint Agave LR - Concentrate [Snickle Fritz],Peppermint Agave LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Peppermint Agave LR,,Concentrate,,,,,"(Live Resin) - The Menthol x Acai Berry Gelato  (Flavors: Citrus, Honey & Pungent), (Effects: Focused, Happy & Calming)",,,,,,,,,,,,,,,,,,,
,Pie Crust LR - Concentrate [Snickle Fritz],Pie Crust LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Pie Crust LR,,Concentrate,,,,,"(Live Resin) -  Malibu Pie x Grapple Cookies (Flavors: Pine, Sour & Citrus), (Effects: Hungry, Relaxing & Calming)",,,,,,,,,,,,,,,,,,,
,Pineapple OG - Concentrate [Snickle Fritz],Pineapple OG - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Pineapple OG,,Concentrate,,,,,"(Live Resin) - Pineapple Express x OG Kush (Flavors: Citrus, Lemon & Woody), (Effects: Relaxing, Uplifting & Creative)",,,,,,,,,,,,,,,,,,,
,Point Break LR - Concentrate [Snickle Fritz],Point Break LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Point Break LR,,Concentrate,,,,,"(Live Resin) - Tropicanna Cookies x Trophy Wife (Flavors: Pine, Sour, Woody & Citrus), (Effects: Drowsy, Relaxing & Creative)",,,,,,,,,,,,,,,,,,,
,Pomelo LR - Concentrate [Snickle Fritz],Pomelo LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Pomelo LR,,Concentrate,,,,,"(Live Resin) - Girl Scout Cookies x Mandarin Sunset (Flavors: Citrus, Sour & Sweet), (Effects: Sociable, Uplifting & Mellow)",,,,,,,,,,,,,,,,,,,
,Purple Punch LR - Concentrate [Snickle Fritz],Purple Punch LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Purple Punch LR,,Concentrate,,,,,"(Live Resin) - Grand Daddy Purple x Larry OG (Flavors: Grape, Creamy, Nutty & Earthy), (Effects: Hungry, Happy & Relaxing)",,,,,,,,,,,,,,,,,,,
,Purple Runtz - Concentrate [Snickle Fritz],Purple Runtz - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Purple Runtz,,Concentrate,,,,,"Zkittlez x Gelato #33 (Flavors: Fruity, Earthy & Sour), (Effects: Relaxing, Uplifting & Happy)",,,,,,,,,,,,,,,,,,,
,Raspberry - Concentrate [Snickle Fritz],Raspberry - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Raspberry,,Concentrate,,,,,"Raspberry Cough x Hindu Kush (Flavors: Vanilla, Berry & Woody), (Effects: Relaxing, Happy & Creative)",,,,,,,,,,,,,,,,,,,
,Raspberry Truffle LR - Concentrate [Snickle Fritz],Raspberry Truffle LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Raspberry Truffle LR,,Concentrate,,,,,"(Live Resin) - Raspberry Kush x Trophy Wife (Flavors: Berry, Vanilla & Earthy), ( Effects: Drowsy, Euphoria & Creative)",,,,,,,,,,,,,,,,,,,
,Redneck Mintz - Concentrate [Snickle Fritz],Redneck Mintz - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Redneck Mintz,,Concentrate,,,,,"Kush Mintz x Redneck Wedding (Flavors: Pine, Woody, & Earthy) - (Effects: Creative, Calming, & Zen)",,,,,,,,,,,,,,,,,,,
,Redneck Runtz LR - Concentrate [Snickle Fritz],Redneck Runtz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Redneck Runtz LR,,Concentrate,,,,,"(Live Resin) - Nooner x Redneck Wedding (Flavors: Coffee, Nutty & Sweet), (Effects: Aroused, Giggly & Uplifting)",,,,,,,,,,,,,,,,,,,
,Redneck Wedding LR - Concentrate [Snickle Fritz],Redneck Wedding LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Redneck Wedding LR,,Concentrate,,,,,"(Live Resin) - GMO x Trophy Wife (Flavors: Coffee, Nutty & Sweet), (Effects: Aroused, Giggly & Uplifting)",,,,,,,,,,,,,,,,,,,
,Runaway Bride LR - Concentrate [Snickle Fritz],Runaway Bride LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Runaway Bride LR,,Concentrate,,,,,"(Live Resin) - GG4 x Trophy Wife (Flavors: Lemon, Grape , Sweet & Sour), (Effects: Aroused, Creative, Focus & Euphoria)",,,,,,,,,,,,,,,,,,,
,Runtz LR - Concentrate [Snickle Fritz],Runtz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Runtz LR,,Concentrate,,,,,"(Live Resin) - Zkittlez x Gelato (Flavors: Earthy, Creamy, Herbal & Spicy), (Effects: Calming, Relaxing & Hungry)",,,,,,,,,,,,,,,,,,,
,Runtz Burger LR - Concentrate [Snickle Fritz],Runtz Burger LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Runtz Burger LR,,Concentrate,,,,,"(Live Resin) - White Runtz x Donny Burger (Flavors: Candy, Citrus, Sweet & Sour), (Effects: Calming, Creative, Relaxing)",,,,,,,,,,,,,,,,,,,
,Secret OG LR - Concentrate [Snickle Fritz],Secret OG LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Secret OG LR,,Concentrate,,,,,"(Live Resin) - Chemdawg x (Abusive OG x Diesel) - (Flavors: Fruity, Sour & Woody), (Effects: Relaxing, Hungry & Creative)",,,,,,,,,,,,,,,,,,,
,Sherb LR - Concentrate [Snickle Fritz],Sherb LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sherb LR,,Concentrate,,,,,"(Live Resin) - Sunset Sherbet x Face Off BX (Flavors: Creamy, Citrus & Sour), (Effects: Calming, Relaxing & Uplifting)",,,,,,,,,,,,,,,,,,,
,Sherb Mintz LR - Concentrate [Snickle Fritz],Sherb Mintz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sherb Mintz LR,,Concentrate,,,,,"(Live Resin) - Kush Mintz x Sunset Sherbet (Flavors: Sweet, Mint & Lime), (Effects: Drowsy, Creative & Happy)",,,,,,,,,,,,,,,,,,,
,Slurricane - Concentrate [Snickle Fritz],Slurricane - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Slurricane,,Concentrate,,,,,"Dosidos x Purple Punch (Flavors: Earthy, Spicy, Herbal & Sweet), (Effects: Tingly, Hungry & Uplifting)",,,,,,,,,,,,,,,,,,,
,Sour Banana LR - Concentrate [Snickle Fritz],Sour Banana LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sour Banana LR,,Concentrate,,,,,"(Live Resin) - Aj's Sour Diesel x Banana Sherbet (Flavors: Sweet, Sour & Creamy), (Effects: Energetic, Sociable & Creative)",,,,,,,,,,,,,,,,,,,
,Sour Blue Face LR - Concentrate [Snickle Fritz],Sour Blue Face LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sour Blue Face LR,,Concentrate,,,,,"(Live Resin) - Faceoff OG x ASD x Blue Fire (Flavors: Diesel, Berry, & Pine), (Effects: Hungry, Uplifting & Sociable)",,,,,,,,,,,,,,,,,,,
,Sour Blue Fruit LR - Concentrate [Snickle Fritz],Sour Blue Fruit LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sour Blue Fruit LR,,Concentrate,,,,,"(Live Resin) -  Heavy Duty Fruity x ASD x Blue Fire (Flavors: Berry, Lemon & Sweet), (Effects: Aroused, Energetic & Uplifting)",,,,,,,,,,,,,,,,,,,
,Space Queen LR - Concentrate [Snickle Fritz],Space Queen LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Space Queen LR,,Concentrate,,,,,"(Live Resin) - Cinderella 99 x Romulan (Flavors: Tropical, Herbal & Earthy), (Effects: Creative, Happy & Relaxing)",,,,,,,,,,,,,,,,,,,
,Speedy Chile LR - Concentrate [Snickle Fritz],Speedy Chile LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Speedy Chile LR,,Concentrate,,,,,"(Live Resin) - Green Poison x Chile Indica (Flavors: Peppery, Woody & Fruity), (Effects: Relaxing, Attentive & Mellow)",,,,,,,,,,,,,,,,,,,
,Starfruit OG LR - Concentrate [Snickle Fritz],Starfruit OG LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Starfruit OG LR,,Concentrate,,,,,"(Live Resin) - Sensi Star x Ak47 (Flavors: Lemon, Sweet, Spicy & Pungent), (Effects: Relaxing, Uplifting & Hungry)",,,,,,,,,,,,,,,,,,,
,Star Pebbles LR - Concentrate [Snickle Fritz],Star Pebbles LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Star Pebbles LR,,Concentrate,,,,,"(Live Resin) - Fruity Pebbles OG x Stardawg (Flavors: Creamy, Nutty & Gassy), (Effects: Calming, Creative & Drowsy)",,,,,,,,,,,,,,,,,,,
,Strange Lemons - Concentrate [Snickle Fritz],Strange Lemons - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Strange Lemons,,Concentrate,,,,,"Lemon Sugar Koosh x Redneck Wedding #14 (Flavors: Lemon, Citrus & Earthy), (Effects: Relaxing, Calming & Hungry)",,,,,,,,,,,,,,,,,,,
,Strawberries & Cream LR - Concentrate [Snickle Fritz],Strawberries & Cream LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Strawberries & Cream LR,,Concentrate,,,,,"(Live Resin) - Strawberry Cough x Cookies & Cream (Flavors: Berry, Sweet & Spicy), (Effects: Euphoria, Hungry & Uplifting)",,,,,,,,,,,,,,,,,,,
,Strawberry Banana Cake LR - Concentrate [Snickle Fritz],Strawberry Banana Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Strawberry Banana Cake LR,,Concentrate,,,,,"(Live Resin) - Strawberry Banana x Trophy Wife (Flavors: Berry, Sweet & Tropical), (Effects: Euphoria, Drowsy & Relaxing)",,,,,,,,,,,,,,,,,,,
,Sugar Baby LR - Concentrate [Snickle Fritz],Sugar Baby LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sugar Baby LR,,Concentrate,,,,,"(Live Resin) -  Blueberry Bubblegum x Trophy Wife  (Flavors: Herbal, Cakey & Earthy) , (Effects: Drowsy, Euphoria &  Relaxing)",,,,,,,,,,,,,,,,,,,
,Sunset Sherbet - Concentrate [Snickle Fritz],Sunset Sherbet - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sunset Sherbet,,Concentrate,,,,,"Pink Panties x Girl Scout Cookies (Flavors: Creamy, Nutty & Sweet), (Effects: Relaxing, Euphoria & Creative)",,,,,,,,,,,,,,,,,,,
,Sunset Sherbet LR - Concentrate [Snickle Fritz],Sunset Sherbet LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Sunset Sherbet LR,,Concentrate,,,,,"(Live Resin) -  Pink Panties x Girl Scout Cookies (Flavors: Creamy, Nutty & Sweet), (Effects: Relaxing, Euphoria & Creative)",,,,,,,,,,,,,,,,,,,
,Tangie Gak x Papaya Bananas LR - Concentrate [Snickle Fritz],Tangie Gak x Papaya Bananas LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Tangie Gak x Papaya Bananas LR,,Concentrate,,,,,"(Flavors: Citrus, Earthy & Sweet), (Effects: Uplifting, Euphoria & Uplifting)",,,,,,,,,,,,,,,,,,,
,Tangerine Queen LR - Concentrate [Snickle Fritz],Tangerine Queen LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Tangerine Queen LR,,Concentrate,,,,,"(Live Resin) - Space Queen x Orange Zkittlez #17 - (Flavors: Citrus, Orange & Sweet), (Effects: Aroused, Euphoria & Happy)",,,,,,,,,,,,,,,,,,,
,Terpee Slurpee LR - Concentrate [Snickle Fritz],Terpee Slurpee LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Terpee Slurpee LR,,Concentrate,,,,,"(Live Resin) - Space Queen x Orange Zkittlez #17 - (Flavors: Citrus, Orange & Sweet), (Effects: Aroused, Euphoria & Happy)",,,,,,,,,,,,,,,,,,,
,The Gorgon LR - Concentrate [Snickle Fritz],The Gorgon LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,The Gorgon LR,,Concentrate,,,,,"(Live Resin) - Dosidos #2 x Purple Punch (Flavors: Blueberry, Earthy, & Sweet), (Effects: Drowsy, Relaxed & Hungry)",,,,,,,,,,,,,,,,,,,
,Tiger's Blood LR - Concentrate [Snickle Fritz],Tiger's Blood LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Tiger's Blood LR,,Concentrate,,,,,"(Live Resin) - (Cherry Pie x Tres Dawg) x OG Kush (Flavors: Berry, Peppery & Floral), (Effects: Drowsy, Relaxing & Calming)",,,,,,,,,,,,,,,,,,,
,Trainwreck LR - Concentrate [Snickle Fritz],Trainwreck LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Trainwreck LR,,Concentrate,,,,,"(Live Resin) - (Mexican x Thai Sativas) x Afghani Indica - (Flavors: Pine, Earthy & Woody), (Effects: Creative, Uplifting & Euphoria)",,,,,,,,,,,,,,,,,,,
,Triangle Kush LR - Concentrate [Snickle Fritz],Triangle Kush LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Triangle Kush LR,,Concentrate,,,,,"(Live Resin) - Emerald Triangle x Hindu Kush (Flavors: Woody, Lemon, Citrus & Spicy), (Effects: Relaxing, Uplifting & Drowsy)",,,,,,,,,,,,,,,,,,,
,Trophy Wife LR - Concentrate [Snickle Fritz],Trophy Wife LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Trophy Wife LR,,Concentrate,,,,,"(Live Resin) - Wedding Cake F2 - (Flavors: Creamy, Sweet & Spicy), (Effects: Euphoria, Calming & Relaxing)",,,,,,,,,,,,,,,,,,,
,Trophy Wife - Concentrate [Snickle Fritz],Trophy Wife - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Trophy Wife,,Concentrate,,,,,"Wedding Cake F2 - (Flavors: Creamy, Sweet & Spicy), (Effects: Euphoria, Calming & Relaxing)",,,,,,,,,,,,,,,,,,,
,Unicorn Cake LR - Concentrate [Snickle Fritz],Unicorn Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Unicorn Cake LR,,Concentrate,,,,,"(Live Resin) - Wedding Cake x Lava Cake (Flavors: Sweet, Vanilla & Earthy), (Effects: Creative, Uplifted & Euphoria)",,,,,,,,,,,,,,,,,,,
,Valley Delight - Concentrate [Snickle Fritz],Valley Delight - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Valley Delight,,Concentrate,,,,,"SFV OG Kush x Kush Mints (Flavors: Herbal, Diesel, Sweet & Peppery), (Effects: Relaxing, Uplifting & Tingly)",,,,,,,,,,,,,,,,,,,
,Valley Delight LR - Concentrate [Snickle Fritz],Valley Delight LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Valley Delight LR,,Concentrate,,,,,"(Live Resin) - SFV OG Kush x Kush Mints (Flavors: Herbal, Diesel, Sweet & Peppery), (Effects: Relaxing, Uplifting & Tingly)",,,,,,,,,,,,,,,,,,,
,Wagyu LR - Concentrate [Snickle Fritz],Wagyu LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Wagyu LR,,Concentrate,,,,,"(Live Resin) - Cow God x Redneck Wedding (Flavors: Coffee, Herbal & Earthy), (Effects: Calming, Relaxing & Drowsy)",,,,,,,,,,,,,,,,,,,
,Waimea LR - Concentrate [Snickle Fritz],Waimea LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Waimea LR,,Concentrate,,,,,"(Live Resin) -  Kauai x Mint Smash (Flavor: Citrus, Sour & Earthy), (Effects: Sociable, Uplifting & Euphoria)",,,,,,,,,,,,,,,,,,,
,Wedding Cake LR - Concentrate [Snickle Fritz],Wedding Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Wedding Cake LR,,Concentrate,,,,,"(Live Resin)  Animal Mints x Triangle Kush (Flavors: Creamy, Nutty & Earthy), (Effects: Creative, Drowsy & Hungry)",,,,,,,,,,,,,,,,,,,
,Wedding Crasher LR - Concentrate [Snickle Fritz],Wedding Crasher LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Wedding Crasher LR,,Concentrate,,,,,"(Live Resin) - Wedding Cake x Purple Punch (Flavors: Peppery, Creamy & Earthy), (Effects: Sociable, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,White Apricot Sherbet - Concentrate [Snickle Fritz],White Apricot Sherbet - Concentrate [Snickle Fritz],true,,Snickle Fritz,,White Apricot Sherbet,,Concentrate,,,,,"Orange Apricot x White Sherbet (Flavors: Sour, Citrus & Earthy), (Effects: Calming, Euphoria & Drowsy)",,,,,,,,,,,,,,,,,,,
,White Runtz LR - Concentrate [Snickle Fritz],White Runtz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,White Runtz LR,,Concentrate,,,,,"(Live Resin) - Zkittlez x Gelato (Flavors: Citrus, Sour, Earthy & Sweet), (Effects: Calming, Relaxing & Creative)",,,,,,,,,,,,,,,,,,,
,White Strawberry LR - Concentrate [Snickle Fritz],White Strawberry LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,White Strawberry LR,,Concentrate,,,,,"(Live Resin) -  The White x Strawberry Cough (Flavors: Skunky, Berry & Woody), (Effects: Uplifting, Relaxing & Happy)",,,,,,,,,,,,,,,,,,,
,Wine & Dine - Concentrate [Snickle Fritz],Wine & Dine - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Wine & Dine,,Concentrate,,,,,"Vino OG x Trophy Wife (Flavors: Berry, Earthy & Gassy), (Effects: Calming, Happy & Relaxing)",,,,,,,,,,,,,,,,,,,
,Wine & Dine LR - Concentrate [Snickle Fritz],Wine & Dine LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Wine & Dine LR,,Concentrate,,,,,"(Live Resin) - Vino OG x Trophy Wife (Flavors: Berry, Earthy & Gassy), (Effects: Calming, Happy & Relaxing)",,,,,,,,,,,,,,,,,,,
,12th Man Down - Concentrate [Snickle Fritz],12th Man Down - Concentrate [Snickle Fritz],true,,Snickle Fritz,,12th Man Down,,Concentrate,,,,,"(Flavors: Pine, Sweet & Spicy), (Effects: Relaxing, Uplifting & Sociable)",,,,,,,,,,,,,,,,,,,
,12th Man Down LR - Concentrate [Snickle Fritz],12th Man Down LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,12th Man Down LR,,Concentrate,,,,,"(Live Resin) - (Flavors: Pine, Sweet & Spicy), (Effects: Relaxing, Uplifting & Sociable)",,,,,,,,,,,,,,,,,,,
,Alien Orange Gum LR - Concentrate [Snickle Fritz],Alien Orange Gum LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Alien Orange Gum LR,,Concentrate,,,,,"(Live Resin) - Orange Bubblegum x Alien Tech - (Flavors: Citrus, Peppery, & Diesel), (Effects: Drowsy, Uplifting & Focus)",,,,,,,,,,,,,,,,,,,
,Animal Mintz x Point Break LR - Concentrate [Snickle Fritz],Animal Mintz x Point Break LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Animal Mintz x Point Break LR,,Concentrate,,,,,"(Live Resin) - (Flavors: Nutty, Diesel & Citrus), (Effects: Relaxing, Droswy & Hungry)",,,,,,,,,,,,,,,,,,,
,Animal Punch LR - Concentrate [Snickle Fritz],Animal Punch LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Animal Punch LR,,Concentrate,,,,,"(Live Resin) - Purple Punch x Animal Face #2 (Flavors: Tropical, Sweet & Sour, & Fruity) - (Effects: Euphoria, Relaxing, & Zen)",,,,,,,,,,,,,,,,,,,
,Animal Punch x OG Chem - Concentrate [Snickle Fritz],Animal Punch x OG Chem - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Animal Punch x OG Chem,,Concentrate,,,,,"(Flavors: Earthy, Sour, Diesel & Citrus), (Effects: Uplifting, Energetic, Creative & Focused)",,,,,,,,,,,,,,,,,,,
,Area 509 LR - Concentrate [Snickle Fritz],Area 509 LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Area 509 LR,,Concentrate,,,,,"(Live Resin) - M.A.C x Weird Science (Flavors: Lemon, Pine, & Sweet), (Effects: Euphoria, Uplifting & Relaxing)",,,,,,,,,,,,,,,,,,,
,Banana Cake LR - Concentrate [Snickle Fritz],Banana Cake LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Banana Cake LR,,Concentrate,,,,,"(Live Resin) - Banana OG x Cheesecake (Flavors: Creamy, Earthy, & Sweet) - (Effects: Euphoric, Relaxing, & Uplifting)",,,,,,,,,,,,,,,,,,,
,Bigfoot LR - Concentrate [Snickle Fritz],Bigfoot LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Bigfoot LR,,Concentrate,,,,,"(Live Resin) -  Hash Plant x Grimace (Flavors: Tropical, Spicy & Pine), (Effects: Energetic, Calming & Relaxed)",,,,,,,,,,,,,,,,,,,
,Biker OG - Concentrate [Snickle Fritz],Biker OG - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Biker OG,,Concentrate,,,,,"Lucifer OG x Hells OG - (Flavors: Citrus, Lemon, & Pine), (Effects: Relaxing, Euphoria, & Creative)",,,,,,,,,,,,,,,,,,,
,Black Out LR - Concentrate [Snickle Fritz],Black Out LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Black Out LR,,Concentrate,,,,,"(Live Resin) - Black Russian x Secret OG #10 (Flavors: Peppery, Diesel & Citrus), (Effects: Relaxing, Giggly & Mellow)",,,,,,,,,,,,,,,,,,,
,Black Runtz LR - Concentrate [Snickle Fritz],Black Runtz LR - Concentrate [Snickle Fritz],true,,Snickle Fritz,,Black Runtz LR,,Concentrate,,,,,"(Live Resin) - Gelato x Zkittlez (Flavors: Nutty, Sage & Herbal), (Effects: Aroused, Relaxing & Euphoria)",,,,,,,,,,,,,,,,,,,
